,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
32981,16970,"Jennifer ""Jen"" Button",F,22.0,163.0,55.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,
32982,16970,"Jennifer ""Jen"" Button",F,22.0,163.0,55.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
33021,16994,"Johanna Friederike ""Frieke"" Buys (-Waterloo)",F,18.0,,,Netherlands,NED,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,
33022,16994,"Johanna Friederike ""Frieke"" Buys (-Waterloo)",F,18.0,,,Netherlands,NED,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Butterfly,
33023,16994,"Johanna Friederike ""Frieke"" Buys (-Waterloo)",F,18.0,,,Netherlands,NED,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
33024,16995,Kimberly Buys,F,23.0,187.0,75.0,Belgium,BEL,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
33025,16995,Kimberly Buys,F,23.0,187.0,75.0,Belgium,BEL,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,
33026,16995,Kimberly Buys,F,27.0,187.0,75.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
33105,17045,Byeon Hye-Yeong,F,13.0,166.0,61.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,
33106,17045,Byeon Hye-Yeong,F,13.0,166.0,61.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
33107,17045,Byeon Hye-Yeong,F,17.0,166.0,61.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,
33212,17106,Nataliya Bystrova,F,17.0,175.0,67.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Freestyle,
33213,17106,Nataliya Bystrova,F,17.0,175.0,67.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 400 metres Freestyle,
33214,17106,Nataliya Bystrova,F,17.0,175.0,67.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
33252,17130,Melissa Caballero Ayasse,F,19.0,176.0,59.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
33253,17130,Melissa Caballero Ayasse,F,19.0,176.0,59.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
33329,17183,Lani Rose Cabrera,F,23.0,175.0,66.0,Barbados,BAR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
33336,17189,Natalia Cabrerizo Beltrn,F,20.0,160.0,52.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
33441,17247,Marjorie Jane Cadwell (-Lott),F,17.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Breaststroke,
33512,17282,Cai Huijue,F,16.0,174.0,63.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
33513,17282,Cai Huijue,F,16.0,174.0,63.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
33561,17313,"Deborah Margaret ""Debra"" Cain (-Kenner)",F,16.0,165.0,58.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
33562,17313,"Deborah Margaret ""Debra"" Cain (-Kenner)",F,16.0,165.0,58.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,
33563,17313,"Deborah Margaret ""Debra"" Cain (-Kenner)",F,16.0,165.0,58.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Backstroke,
33564,17313,"Deborah Margaret ""Debra"" Cain (-Kenner)",F,16.0,165.0,58.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Individual Medley,
33744,17387,Allison Margaret Calder (-Riach),F,16.0,168.0,56.0,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,
33745,17387,Allison Margaret Calder (-Riach),F,16.0,168.0,56.0,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,
33798,17415,Hilary Caldwell,F,21.0,173.0,61.0,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,
33799,17415,Hilary Caldwell,F,25.0,173.0,61.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Bronze
33928,17487,Novella Calligaris,F,13.0,163.0,48.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,
33929,17487,Novella Calligaris,F,13.0,163.0,48.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,
33930,17487,Novella Calligaris,F,13.0,163.0,48.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 800 metres Freestyle,
33931,17487,Novella Calligaris,F,17.0,163.0,48.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Freestyle,Silver
33932,17487,Novella Calligaris,F,17.0,163.0,48.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 800 metres Freestyle,Bronze
33933,17487,Novella Calligaris,F,17.0,163.0,48.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
33934,17488,Romana Calligaris,F,27.0,173.0,62.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,
33935,17488,Romana Calligaris,F,27.0,173.0,62.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
33994,17510,Dyana Jane Calub,F,24.0,175.0,69.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,
33995,17510,Dyana Jane Calub,F,24.0,175.0,69.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,
33996,17510,Dyana Jane Calub,F,24.0,175.0,69.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
34068,17541,Sandra Cam,F,20.0,178.0,70.0,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,
34069,17541,Sandra Cam,F,20.0,178.0,70.0,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Freestyle,
34070,17541,Sandra Cam,F,20.0,178.0,70.0,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 800 metres Freestyle,
34071,17541,Sandra Cam,F,24.0,178.0,70.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,
34072,17541,Sandra Cam,F,24.0,178.0,70.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,
34073,17541,Sandra Cam,F,24.0,178.0,70.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 800 metres Freestyle,
34106,17564,Dede Camara,F,21.0,159.0,61.0,Guinea,GUI,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,
34182,17610,Adriana Camelli,F,,,,Argentina,ARG,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,
34183,17610,Adriana Camelli,F,,,,Argentina,ARG,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
34310,17684,Bronte Campbell,F,18.0,179.0,58.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
34311,17684,Bronte Campbell,F,22.0,179.0,58.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
34312,17684,Bronte Campbell,F,22.0,179.0,58.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
34313,17684,Bronte Campbell,F,22.0,179.0,58.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
34318,17687,Cate Natalie Campbell,F,16.0,186.0,67.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,Bronze
34319,17687,Cate Natalie Campbell,F,16.0,186.0,67.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
34320,17687,Cate Natalie Campbell,F,16.0,186.0,67.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
34321,17687,Cate Natalie Campbell,F,20.0,186.0,67.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
34322,17687,Cate Natalie Campbell,F,20.0,186.0,67.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
34323,17687,Cate Natalie Campbell,F,24.0,186.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
34324,17687,Cate Natalie Campbell,F,24.0,186.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
34325,17687,Cate Natalie Campbell,F,24.0,186.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
34326,17687,Cate Natalie Campbell,F,24.0,186.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
34375,17715,Jeannette Morven Campbell (-Peper),F,20.0,,,Argentina,ARG,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,Silver
34404,17733,Madeleine Anne Campbell,F,27.0,180.0,59.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,
34405,17733,Madeleine Anne Campbell,F,27.0,180.0,59.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
34567,17819,"Magdalena Moira ""Magda"" Camps Pages",F,19.0,168.0,58.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
34581,17829,Beatriz Camuas,F,17.0,170.0,60.0,Mexico,MEX,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,
34582,17829,Beatriz Camuas,F,17.0,170.0,60.0,Mexico,MEX,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,
34731,17901,Sylvie Canet (-Caillat),F,15.0,164.0,55.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Backstroke,
34732,17901,Sylvie Canet (-Caillat),F,15.0,164.0,55.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,
34934,18006,Cao Yue,F,20.0,178.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
35048,18051,Jean Marguerite Caplin,F,,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,
35071,18065,Alessandra Cappa,F,22.0,179.0,63.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,
35072,18065,Alessandra Cappa,F,22.0,179.0,63.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
35210,18132,Paula Carballido Romero,F,21.0,170.0,53.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
35375,18217,"Patricia Sarina ""Patty"" Caretto (-Thompson, -Brown)",F,17.0,160.0,56.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 800 metres Freestyle,
35386,18225,Annabelle Jane Carey (-Reid),F,15.0,163.0,53.0,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,
35387,18225,Annabelle Jane Carey (-Reid),F,15.0,163.0,53.0,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
35537,18271,Diletta Carli,F,16.0,170.0,61.0,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
35538,18271,Diletta Carli,F,20.0,170.0,61.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
35546,18278,"Jazmin Roxy ""Jazz"" Carlin",F,25.0,175.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Silver
35547,18278,"Jazmin Roxy ""Jazz"" Carlin",F,25.0,175.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Silver
35583,18301,Inger Gjerlev Carlsen (-Parkhi),F,18.0,,,Denmark,DEN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 400 metres Freestyle,
35633,18328,Greta Ingeborg Carlsson (-Nygren),F,13.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,
35634,18328,Greta Ingeborg Carlsson (-Nygren),F,13.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
35671,18355,Frida Cathrin Sofie Carlzon,F,21.0,173.0,73.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
35678,18357,Anja arman,F,19.0,174.0,69.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,
35679,18357,Anja arman,F,19.0,174.0,69.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
35680,18357,Anja arman,F,19.0,174.0,69.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Backstroke,
35681,18357,Anja arman,F,23.0,174.0,69.0,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
35682,18357,Anja arman,F,23.0,174.0,69.0,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Backstroke,
35683,18357,Anja arman,F,27.0,174.0,69.0,Slovenia,SLO,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
35684,18357,Anja arman,F,27.0,174.0,69.0,Slovenia,SLO,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,
35847,18419,Fernande Caroen,F,27.0,,,Belgium,BEL,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,
35848,18419,Fernande Caroen,F,27.0,,,Belgium,BEL,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,
35849,18419,Fernande Caroen,F,27.0,,,Belgium,BEL,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
35859,18425,Annie Caron (-Boutboul),F,19.0,171.0,75.0,France,FRA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
35860,18425,Annie Caron (-Boutboul),F,19.0,171.0,75.0,France,FRA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Butterfly,
35861,18425,Annie Caron (-Boutboul),F,19.0,171.0,75.0,France,FRA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
35863,18427,"Christine ""Kiki"" Caron (-Garin)",F,16.0,172.0,66.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Backstroke,Silver
35864,18427,"Christine ""Kiki"" Caron (-Garin)",F,20.0,172.0,66.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Backstroke,
35865,18427,"Christine ""Kiki"" Caron (-Garin)",F,20.0,172.0,66.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,
35884,18433,Manuela Carosi,F,15.0,181.0,61.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Backstroke,
35885,18433,Manuela Carosi,F,15.0,181.0,61.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Backstroke,
35886,18433,Manuela Carosi,F,19.0,181.0,61.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,
35887,18433,Manuela Carosi,F,19.0,181.0,61.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Backstroke,
35888,18433,Manuela Carosi,F,19.0,181.0,61.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
35889,18433,Manuela Carosi,F,23.0,181.0,61.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Backstroke,
35911,18445,Alice Carpanese,F,20.0,174.0,60.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
35937,18461,Caroline Carpentier,F,17.0,168.0,53.0,France,FRA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
35958,18474,"Catherine L. ""Cathy"" Carr (-West)",F,18.0,170.0,52.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,Gold
35959,18474,"Catherine L. ""Cathy"" Carr (-West)",F,18.0,170.0,52.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
36045,18511,Martina Carraro,F,23.0,175.0,60.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
36158,18583,Lara Carroll (-Mist),F,17.0,167.0,55.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,
36159,18583,Lara Carroll (-Mist),F,17.0,167.0,55.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,
36202,18609,Gladys Helena Carson (-Hewitt),F,21.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
36215,18619,Fritze Wulff Carstensen (Nathansen-),F,23.0,,,Denmark,DEN,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,
36216,18619,Fritze Wulff Carstensen (Nathansen-),F,23.0,,,Denmark,DEN,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,
36217,18619,Fritze Wulff Carstensen (Nathansen-),F,23.0,,,Denmark,DEN,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
36410,18717,Sara Casadei,F,16.0,,,San Marino,SMR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,
36413,18720,Gloria Casado Bermejo,F,17.0,163.0,55.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
36481,18761,Ctlina Monica Casaru,F,17.0,,,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Backstroke,
36482,18761,Ctlina Monica Casaru,F,17.0,,,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
36495,18766,Vctoria Casas,F,,,,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Breaststroke,
36496,18766,Vctoria Casas,F,,,,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Breaststroke,
36724,18871,Isabel Castae Lpez,F,14.0,161.0,52.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,
36725,18871,Isabel Castae Lpez,F,18.0,161.0,52.0,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 200 metres Breaststroke,
36726,18871,Isabel Castae Lpez,F,18.0,161.0,52.0,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 400 metres Individual Medley,
36733,18877,Patricia Midori Castaeda Miyamoto,F,22.0,167.0,59.0,Mexico,MEX,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,
36746,18887,Alexianne Castel,F,18.0,182.0,71.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
36747,18887,Alexianne Castel,F,18.0,182.0,71.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Backstroke,
36748,18887,Alexianne Castel,F,18.0,182.0,71.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
36749,18887,Alexianne Castel,F,22.0,182.0,71.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
36750,18887,Alexianne Castel,F,22.0,182.0,71.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,
36805,18919,Nuria Castell Marrugat,F,21.0,,,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
36806,18919,Nuria Castell Marrugat,F,21.0,,,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
36807,18919,Nuria Castell Marrugat,F,21.0,,,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
36820,18927,Josiane Castiau,F,17.0,170.0,,France,FRA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
36823,18930,Arianna Castiglioni,F,18.0,167.0,55.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
36824,18930,Arianna Castiglioni,F,18.0,167.0,55.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
36873,18959,Lylian Stella Castillo Gmez,F,15.0,162.0,58.0,Uruguay,URU,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
36874,18959,Lylian Stella Castillo Gmez,F,15.0,162.0,58.0,Uruguay,URU,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,
36875,18959,Lylian Stella Castillo Gmez,F,15.0,162.0,58.0,Uruguay,URU,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,
