,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
121317,61332,Edit Klocker,F,16.0,175.0,54.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
121337,61343,Birgit Klomp (-Osselmann),F,16.0,,,Germany,GER,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,
121338,61343,Birgit Klomp (-Osselmann),F,16.0,,,Germany,GER,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
121357,61358,Petra Klosov,F,18.0,191.0,79.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
121358,61358,Petra Klosov,F,22.0,191.0,79.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
121446,61402,Marina Vladimirovna Klyuchnikova,F,17.0,175.0,65.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,
121447,61402,Marina Vladimirovna Klyuchnikova,F,17.0,175.0,65.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
121487,61425,Margrit Knabenhans,F,17.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
121490,61428,"Christiane Knacke (-Driesener, -Sommer)",F,18.0,164.0,60.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Butterfly,Bronze
121518,61441,"Kathryn Elizabeth ""Kay"" Knapp (-Norton)",F,18.0,170.0,57.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
121585,61474,Andrea Kneppers,F,23.0,175.0,67.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
121668,61518,Angelika Knipping,F,23.0,176.0,67.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Breaststroke,
121850,61599,Kirsten Emilie Dhlie Knudsen (-Skjolding),F,19.0,162.0,57.0,Denmark,DEN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Freestyle,
121851,61599,Kirsten Emilie Dhlie Knudsen (-Skjolding),F,19.0,162.0,57.0,Denmark,DEN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 800 metres Freestyle,
121972,61668,Miwako Kobayashi,F,16.0,155.0,55.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
121973,61668,Miwako Kobayashi,F,16.0,155.0,55.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
121974,61668,Miwako Kobayashi,F,16.0,155.0,55.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
122023,61693,Annegret Kober (-Schrder),F,15.0,180.0,67.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,
122024,61693,Annegret Kober (-Schrder),F,15.0,180.0,67.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Backstroke,
122025,61693,Annegret Kober (-Schrder),F,15.0,180.0,67.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
122040,61702,"Liselotte ""Lilo"" Kobi (-Kennel)",F,18.0,,,Switzerland,SUI,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,
122041,61702,"Liselotte ""Lilo"" Kobi (-Kennel)",F,22.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
122075,61717,Kristel Arianne Kbrich Schmipl,F,19.0,170.0,60.0,Chile,CHI,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,
122076,61717,Kristel Arianne Kbrich Schmipl,F,19.0,170.0,60.0,Chile,CHI,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 800 metres Freestyle,
122077,61717,Kristel Arianne Kbrich Schmipl,F,22.0,170.0,60.0,Chile,CHI,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,
122078,61717,Kristel Arianne Kbrich Schmipl,F,22.0,170.0,60.0,Chile,CHI,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 10 kilometres Open Water,
122079,61717,Kristel Arianne Kbrich Schmipl,F,26.0,170.0,60.0,Chile,CHI,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,
122080,61717,Kristel Arianne Kbrich Schmipl,F,26.0,170.0,60.0,Chile,CHI,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,
122081,61717,Kristel Arianne Kbrich Schmipl,F,30.0,170.0,60.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
122082,61717,Kristel Arianne Kbrich Schmipl,F,30.0,170.0,60.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,
122103,61731,Lyubov Vyacheslavovna Kobzova,F,19.0,174.0,62.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,
122104,61731,Lyubov Vyacheslavovna Kobzova,F,19.0,174.0,62.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,
122105,61731,Lyubov Vyacheslavovna Kobzova,F,19.0,174.0,62.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
122159,61754,Edeltraud Koch (-Rken),F,17.0,179.0,70.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,
122160,61754,Edeltraud Koch (-Rken),F,17.0,179.0,70.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
122173,61761,"Adelheid ""Heidi"" Koch",F,18.0,169.0,57.0,Austria,AUT,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Freestyle,
122253,61798,Olga Kochetkova,F,16.0,173.0,61.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
122258,61802,Mariya Zdravkova Kocheva,F,17.0,178.0,69.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
122259,61802,Mariya Zdravkova Kocheva,F,17.0,178.0,69.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
122291,61817,Vera Minna Chantelle Kock,F,16.0,168.0,52.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
122368,61847,Natlia Kodajov,F,27.0,182.0,60.0,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,
122369,61847,Natlia Kodajov,F,27.0,182.0,60.0,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Breaststroke,
122461,61903,Heike Koerner Romo,F,18.0,,,Mexico,MEX,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
122570,61957,Doris Kohardt,F,17.0,168.0,57.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,
122614,61983,Sarah Khler,F,22.0,179.0,67.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
122615,61983,Sarah Khler,F,22.0,179.0,67.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,
122616,61983,Sarah Khler,F,22.0,179.0,67.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
122644,61996,Patricia Kohlmann Hackl,F,15.0,177.0,59.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
122645,61996,Patricia Kohlmann Hackl,F,15.0,177.0,59.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,
122646,61996,Patricia Kohlmann Hackl,F,15.0,177.0,59.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
122647,61996,Patricia Kohlmann Hackl,F,15.0,177.0,59.0,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
122648,61996,Patricia Kohlmann Hackl,F,20.0,177.0,59.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,
122649,61996,Patricia Kohlmann Hackl,F,20.0,177.0,59.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,
122650,61996,Patricia Kohlmann Hackl,F,20.0,177.0,59.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,
122651,61996,Patricia Kohlmann Hackl,F,20.0,177.0,59.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Individual Medley,
122687,62016,Yoko Koikawa,F,18.0,169.0,61.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,
122688,62016,Yoko Koikawa,F,18.0,169.0,61.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
122689,62016,Yoko Koikawa,F,18.0,169.0,61.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
122690,62016,Yoko Koikawa,F,18.0,169.0,61.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
122718,62030,Anu Elisa Koivisto,F,16.0,169.0,56.0,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
122719,62030,Anu Elisa Koivisto,F,16.0,169.0,56.0,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Backstroke,
122720,62030,Anu Elisa Koivisto,F,16.0,169.0,56.0,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
122721,62030,Anu Elisa Koivisto,F,20.0,169.0,56.0,Finland,FIN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,
122722,62030,Anu Elisa Koivisto,F,20.0,169.0,56.0,Finland,FIN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,
122733,62034,Ritva Anja Marika Koivula (-Miinin),F,19.0,158.0,59.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,
122734,62034,Ritva Anja Marika Koivula (-Miinin),F,19.0,158.0,59.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
122767,62053,Kazue Kojima,F,15.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
122768,62053,Kazue Kojima,F,15.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
122769,62053,Kazue Kojima,F,19.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,
122770,62053,Kazue Kojima,F,19.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 400 metres Freestyle,
122771,62053,Kazue Kojima,F,19.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
122784,62062,"Aagje ""Ada"" Kok (-van der Linden)",F,17.0,183.0,85.0,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Butterfly,Silver
122785,62062,"Aagje ""Ada"" Kok (-van der Linden)",F,17.0,183.0,85.0,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
122786,62062,"Aagje ""Ada"" Kok (-van der Linden)",F,21.0,183.0,85.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Butterfly,
122787,62062,"Aagje ""Ada"" Kok (-van der Linden)",F,21.0,183.0,85.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Butterfly,Gold
122788,62062,"Aagje ""Ada"" Kok (-van der Linden)",F,21.0,183.0,85.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
122789,62063,"Margretta ""Gretta"" Kok (-Mevissen)",F,15.0,176.0,64.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,
122790,62063,"Margretta ""Gretta"" Kok (-Mevissen)",F,19.0,176.0,64.0,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 200 metres Breaststroke,
122915,62133,Claudia Anne Kolb,F,14.0,170.0,61.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 200 metres Breaststroke,Silver
122916,62133,Claudia Anne Kolb,F,18.0,170.0,61.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Individual Medley,Gold
122917,62133,Claudia Anne Kolb,F,18.0,170.0,61.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Individual Medley,Gold
123292,62296,Jana Kolukanova,F,19.0,182.0,67.0,Estonia,EST,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,
123293,62296,Jana Kolukanova,F,23.0,182.0,67.0,Estonia,EST,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Freestyle,
123313,62309,"Alexandra ""Alexa"" Komarnycky",F,18.0,180.0,68.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Individual Medley,
123314,62309,"Alexandra ""Alexa"" Komarnycky",F,22.0,180.0,68.0,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,
123328,62319,Stanislava Stanislavovna Komarova,F,18.0,182.0,59.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,
123329,62319,Stanislava Stanislavovna Komarova,F,18.0,182.0,59.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Backstroke,Silver
123330,62319,Stanislava Stanislavovna Komarova,F,22.0,182.0,59.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Backstroke,
123352,62330,Rachel Komisarz,F,27.0,172.0,65.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
123353,62330,Rachel Komisarz,F,27.0,172.0,65.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Butterfly,
123354,62330,Rachel Komisarz,F,27.0,172.0,65.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
123358,62333,Oksana Komissarova,F,15.0,163.0,50.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,
123359,62333,Oksana Komissarova,F,15.0,163.0,50.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle,
123381,62348,Dagmara Katarzyna Komorowicz,F,17.0,170.0,54.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
123546,62429,"Yan Kay ""Flora"" Kong",F,15.0,160.0,46.0,Hong Kong,HKG,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Butterfly,
123574,62436,"Man Yi ""Yvette"" Kong",F,23.0,176.0,60.0,Hong Kong,HKG,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
123575,62436,"Man Yi ""Yvette"" Kong",F,23.0,176.0,60.0,Hong Kong,HKG,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
123814,62543,"Ilze ""Ilsa"" Konrads",F,16.0,172.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Freestyle,
123815,62543,"Ilze ""Ilsa"" Konrads",F,16.0,172.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 400 metres Freestyle,
123816,62543,"Ilze ""Ilsa"" Konrads",F,16.0,172.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
123817,62543,"Ilze ""Ilsa"" Konrads",F,16.0,172.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
123822,62545,Eydis Konrsdttir,F,18.0,169.0,57.0,Iceland,ISL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
123823,62545,Eydis Konrsdttir,F,22.0,169.0,57.0,Iceland,ISL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Butterfly,
124034,62654,Svitlana Hlibivna Kopchykova,F,21.0,171.0,70.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
124035,62654,Svitlana Hlibivna Kopchykova,F,21.0,171.0,70.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Butterfly,
124036,62654,Svitlana Hlibivna Kopchykova,F,21.0,171.0,70.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Butterfly,
124171,62723,Nataliya Korabelnikova,F,20.0,164.0,53.0,Kyrgyzstan,KGZ,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Freestyle,
124172,62723,Nataliya Korabelnikova,F,20.0,164.0,53.0,Kyrgyzstan,KGZ,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
124186,62732,Jana Korbasov,F,26.0,164.0,60.0,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,
124187,62732,Jana Korbasov,F,26.0,164.0,60.0,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Individual Medley,
124214,62739,Agata Ewa Korc,F,22.0,175.0,58.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
124215,62739,Agata Ewa Korc,F,22.0,175.0,58.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
124426,62847,Lyudmila Korobova,F,18.0,165.0,66.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,
124427,62847,Lyudmila Korobova,F,18.0,165.0,66.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
124468,62862,Anastasiya Korolyova,F,17.0,160.0,57.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,
124504,62875,Olga Korotayeva,F,16.0,,,Kyrgyzstan,KGZ,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 800 metres Freestyle,
124505,62875,Olga Korotayeva,F,16.0,,,Kyrgyzstan,KGZ,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
124546,62898,Anna Korshikova,F,18.0,170.0,54.0,Kyrgyzstan,KGZ,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Freestyle,
124547,62898,Anna Korshikova,F,18.0,170.0,54.0,Kyrgyzstan,KGZ,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
124693,62958,Birgit Koschischek,F,21.0,169.0,60.0,Austria,AUT,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
124694,62958,Birgit Koschischek,F,21.0,169.0,60.0,Austria,AUT,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,
124695,62958,Birgit Koschischek,F,25.0,169.0,60.0,Austria,AUT,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,
124696,62958,Birgit Koschischek,F,29.0,169.0,60.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
124745,62985,Marina Vladimirovna Koshevaya,F,16.0,167.0,58.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
124746,62985,Marina Vladimirovna Koshevaya,F,16.0,167.0,58.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,Gold
124758,62991,Hideka Koshimizu,F,19.0,167.0,62.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,
124759,62991,Hideka Koshimizu,F,19.0,167.0,62.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Individual Medley,
125023,63094,Annabel Kosten,F,27.0,180.0,70.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
125033,63103,"Laure ""Laury"" Koster",F,22.0,,,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 200 metres Breaststroke,
125048,63110,Eleni Kosti,F,18.0,175.0,61.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
125049,63110,Eleni Kosti,F,22.0,175.0,61.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
125050,63110,Eleni Kosti,F,22.0,175.0,61.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,
125055,63114,Vera Kostina,F,,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
125115,63137,Ani Aleksandrova Kostova,F,20.0,174.0,60.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
125241,63199,Rosemarie Kother-Gabriel,F,16.0,160.0,50.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,
125242,63199,Rosemarie Kother-Gabriel,F,16.0,160.0,50.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Butterfly,
125243,63199,Rosemarie Kother-Gabriel,F,20.0,160.0,50.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,
125244,63199,Rosemarie Kother-Gabriel,F,20.0,160.0,50.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,Bronze
125245,63199,Rosemarie Kother-Gabriel,F,20.0,160.0,50.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
125467,63307,Gloria Koussihouede,F,17.0,164.0,54.0,Benin,BEN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Freestyle,
125468,63307,Gloria Koussihouede,F,21.0,164.0,54.0,Benin,BEN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
125569,63367,gnes Kovcs,F,15.0,178.0,63.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,
125570,63367,gnes Kovcs,F,15.0,178.0,63.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
125571,63367,gnes Kovcs,F,15.0,178.0,63.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
125572,63367,gnes Kovcs,F,19.0,178.0,63.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,
125573,63367,gnes Kovcs,F,19.0,178.0,63.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,Gold
125574,63367,gnes Kovcs,F,19.0,178.0,63.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
125575,63367,gnes Kovcs,F,23.0,178.0,63.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,
125576,63367,gnes Kovcs,F,23.0,178.0,63.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,
125577,63367,gnes Kovcs,F,23.0,178.0,63.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,
125595,63377,Edit Kovcs,F,17.0,164.0,54.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
125596,63377,Edit Kovcs,F,17.0,164.0,54.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
125597,63377,Edit Kovcs,F,17.0,164.0,54.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
125598,63377,Edit Kovcs,F,21.0,164.0,54.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,
125599,63377,Edit Kovcs,F,21.0,164.0,54.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
125605,63380,Emese Kovcs,F,17.0,171.0,64.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,
125691,63412,Rita Judit Kovcs,F,26.0,170.0,50.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 800 metres Freestyle,
125717,63422,Zsuzsa Kovcs,F,18.0,168.0,60.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 200 metres Breaststroke,
